kcal_scn,SSP_scn,measure,diet_scn,waste_scn,tech_scn,env_item,year,value,,,Environmental analysis:,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,water,2030,42.97383444,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,water,2050,57.09370322,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,nitr,2010,0.246011244,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,nitr,2030,20.39638868,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,nitr,2050,32.89932928,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,phos,2010,2.789994848,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,phos,2030,24.90332806,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,phos,2050,37.80511876,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,nitr_splus,2010,2.439531951,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,nitr_splus,2030,20.56832242,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,nitr_splus,2050,31.24289559,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,nitr_sfert,2010,5.976024884,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,nitr_sfert,2030,27.53318766,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,nitr_sfert,2050,39.60072088,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,GHGe,2010,-46.18730187,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,GHGe,2030,-25.39252891,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,GHGe,2050,-18.34357865,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,land,2010,13.85599019,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,land,2030,13.13136873,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,land,2050,11.34705552,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,water,2010,15.38262409,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,water,2030,13.49394217,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,water,2050,10.14883863,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,nitr,2010,0.246011244,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,nitr,2030,18.59538482,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,nitr,2050,30.72873808,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,phos,2010,2.789994848,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,phos,2030,22.79675786,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,phos,2050,30.55731516,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,nitr_splus,2010,2.439531951,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,nitr_splus,2030,14.27451127,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,nitr_splus,2050,22.7961485,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,nitr_sfert,2010,5.976024884,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,nitr_sfert,2030,21.11554169,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH,nitr_sfert,2050,30.98777856,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,GHGe,2010,-47.52920127,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,GHGe,2030,-26.41625954,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,GHGe,2050,-20.09240546,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,land,2010,12.51618658,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,land,2030,8.3291318,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,land,2050,-4.101025326,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,water,2010,15.3642582,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,water,2030,13.44523796,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,water,2050,10.11113133,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,nitr,2010,-29.82779213,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,nitr,2030,-16.98323063,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,nitr,2050,-8.489883346,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,phos,2010,-48.60500258,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,phos,2030,-38.60162107,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,phos,2050,-34.72134242,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,nitr_splus,2010,-21.31947139,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,nitr_splus,2030,-14.7366357,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,nitr_splus,2050,-11.14003232,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,nitr_sfert,2010,-18.25045227,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,nitr_sfert,2030,-8.466418425,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,TECH_p,nitr_sfert,2050,-3.616118645,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,GHGe,2010,-46.07044826,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,GHGe,2030,-28.34111161,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,GHGe,2050,-19.1562025,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,land,2010,-1.274263517,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,land,2030,21.91842831,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,land,2050,35.21323276,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,water,2010,0.450814513,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,water,2030,23.73078446,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,water,2050,34.68524137,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,nitr,2010,-17.20124148,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,nitr,2030,-0.928697195,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,nitr,2050,8.662908562,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,phos,2010,-14.27774272,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,phos,2030,3.910759692,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,phos,2050,13.95433345,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,nitr_splus,2010,-10.82733191,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,nitr_splus,2030,4.896163974,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,nitr_splus,2050,14.04740273,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,nitr_sfert,2010,-9.336450555,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,nitr_sfert,2030,8.550241079,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,BMK,nitr_sfert,2050,17.86454478,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,GHGe,2010,-51.33864555,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,GHGe,2030,-32.35915641,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,GHGe,2050,-26.67626375,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,land,2010,-1.274263517,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,land,2030,-2.499018354,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,land,2050,-4.958745372,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,water,2010,0.450814513,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,water,2030,-1.608004403,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,water,2050,-5.163036993,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,nitr,2010,-17.20124148,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,nitr,2030,-2.3946034,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,nitr,2050,6.920937062,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,phos,2010,-14.27774272,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,phos,2030,2.188454187,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,phos,2050,7.769750867,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,nitr_splus,2010,-10.82733191,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,nitr_splus,2030,-0.818937597,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,nitr_splus,2050,6.418562603,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,nitr_sfert,2010,-9.336450555,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,nitr_sfert,2030,2.722691176,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH,nitr_sfert,2050,10.08560228,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,GHGe,2010,-52.55693403,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,GHGe,2030,-33.29608544,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,GHGe,2050,-28.26974965,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,land,2010,-2.425054263,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,land,2030,-6.577958411,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,land,2050,-18.11980122,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,water,2010,0.428970249,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,water,2030,-1.657574878,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,water,2050,-5.202182105,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,nitr,2010,-42.04086904,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,nitr,2030,-31.67622238,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,nitr,2050,-25.15534406,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,phos,2010,-57.13887136,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,phos,2030,-48.90577291,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,phos,2050,-46.11512457,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,nitr_splus,2010,-30.55641025,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,nitr_splus,2030,-24.99398013,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,nitr_splus,2050,-21.85571599,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,nitr_sfert,2010,-29.45371131,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,nitr_sfert,2030,-21.92801101,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,half_w,TECH_p,nitr_sfert,2050,-18.74499109,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,GHGe,2010,-59.54567223,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,GHGe,2030,-48.68651715,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,GHGe,2050,-42.03488649,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,land,2010,11.74002848,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,land,2030,38.72221131,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,land,2050,54.73906383,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,water,2010,15.99162666,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,water,2030,43.9481773,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,water,2050,58.17635901,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,nitr,2010,-0.217344555,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,nitr,2030,19.61439892,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,nitr,2050,31.48469339,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,phos,2010,2.41871267,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,phos,2030,24.37293675,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,phos,2050,36.82834451,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,nitr_splus,2010,-3.751699384,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,nitr_splus,2030,11.46454045,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,nitr_splus,2050,19.44636178,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,nitr_sfert,2010,5.193377852,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,nitr_sfert,2030,26.73129348,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,BMK,nitr_sfert,2050,38.48222754,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,GHGe,2010,-63.45170964,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,GHGe,2030,-51.47836811,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,GHGe,2050,-47.23737109,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,land,2010,11.74002848,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,land,2030,11.09715214,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,land,2050,9.200565955,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,water,2010,15.99162666,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,water,2030,14.10747842,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,water,2050,10.64914526,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,nitr,2010,-0.217344555,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,nitr,2030,17.97190032,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,nitr,2050,29.61383972,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,phos,2010,2.41871267,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,phos,2030,22.43242162,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,phos,2050,30.41447618,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,nitr_splus,2010,-3.751699384,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,nitr_splus,2030,5.339150706,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,nitr_splus,2050,11.29183084,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,nitr_sfert,2010,5.193377852,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,nitr_sfert,2030,20.48538272,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH,nitr_sfert,2050,30.16725091,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,GHGe,2010,-64.48787008,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,GHGe,2030,-52.2264499,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,GHGe,2050,-48.51925999,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,land,2010,10.40590906,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,land,2030,6.130139744,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,land,2050,-6.614386516,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,water,2010,15.97717995,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,water,2030,14.06380861,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,water,2050,10.61647013,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,nitr,2010,-30.15214119,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,nitr,2030,-17.41966978,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,nitr,2050,-9.270312198,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,phos,2010,-48.79064367,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,phos,2030,-38.78378919,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,phos,2050,-34.79276191,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,nitr_splus,2010,-27.4073453,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,nitr_splus,2030,-23.58430157,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,nitr_splus,2050,-22.54749625,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,nitr_sfert,2010,-18.92770825,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,nitr_sfert,2030,-9.007157242,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,full_w,TECH_p,nitr_sfert,2050,-4.337886901,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,GHGe,2010,-64.71329064,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,GHGe,2030,-55.37603113,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,GHGe,2050,-50.31361724,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,land,2010,-3.700564094,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,land,2030,18.7707976,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,land,2050,30.96321222,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,water,2010,0.651335265,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,water,2030,24.09800716,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,water,2050,34.98738968,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,nitr,2010,-18.14943142,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,nitr,2030,-2.349349615,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,nitr,2050,6.470139739,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,phos,2010,-15.19565196,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,phos,2030,2.607176901,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,phos,2050,11.99778389,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,nitr_splus,2010,-17.10328037,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,nitr_splus,2030,-4.319858162,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,nitr_splus,2050,2.098795905,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,nitr_sfert,2010,-10.60292769,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,nitr_sfert,2030,7.04750823,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,BMK,nitr_sfert,2050,15.85092189,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,GHGe,2010,-68.22185725,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,GHGe,2030,-57.89879366,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,GHGe,2050,-54.99045121,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,land,2010,-3.700564094,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,land,2030,-4.945931483,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,land,2050,-7.621539237,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,water,2010,0.651335265,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,water,2030,-1.463361347,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,water,2050,-5.20294616,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,nitr,2010,-18.14943142,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,nitr,2030,-3.643453456,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,nitr,2050,5.05471282,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,phos,2010,-15.19565196,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,phos,2030,1.068585912,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,phos,2050,6.675077126,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,nitr_splus,2010,-17.10328037,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,nitr_splus,2030,-9.83219352,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,nitr_splus,2050,-5.180492868,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,nitr_sfert,2010,-10.60292769,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,nitr_sfert,2030,1.426714096,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH,nitr_sfert,2050,8.428408388,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,GHGe,2010,-69.14409584,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,GHGe,2030,-58.56775034,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,GHGe,2050,-56.12968554,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,land,2010,-4.838917109,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,land,2030,-9.146362936,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,land,2050,-21.00747071,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,water,2010,0.633128887,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,water,2030,-1.508181703,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,water,2050,-5.237366885,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,nitr,2010,-42.70460199,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,nitr,2030,-32.55041742,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,nitr,2050,-26.46170103,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,phos,2010,-57.59782598,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,phos,2030,-49.46570704,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,phos,2050,-46.66246144,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,nitr_splus,2010,-36.61494296,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,nitr_splus,2030,-33.75527758,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,nitr_splus,2050,-33.11290653,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,nitr_sfert,2010,-30.49849491,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,nitr_sfert,2030,-22.96707217,,,,,,,,,,
2500kcal,SSP1,pct_2010,PSC,half_w,TECH_p,nitr_sfert,2050,-20.05359364,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,GHGe,2010,-59.35444487,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,GHGe,2030,-48.60511843,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,GHGe,2050,-42.06827939,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,land,2010,13.49082015,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,land,2030,40.10679309,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,land,2050,55.6600824,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,water,2010,18.57533089,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,water,2030,46.77013247,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,water,2050,60.94063214,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,nitr,2010,-0.739691003,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,nitr,2030,18.31095126,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,nitr,2050,29.47149057,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,phos,2010,1.843296267,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,phos,2030,22.66690307,,,,,,,,,,
2500kcal,SSP1,pct_2010,VEG,full_w,BMK,phos,2050,33.93204259,,,,,,,,,,
